ID,ID_Moroso
127963,1
92341,1
51786,1
123328,1
86416,1
48391,1
7238,1
77088,1
60633,1
127141,1
83640,1
94760,1
99612,1
75729,1
74668,1
91592,1
8120,1
52033,1
91872,1
3618,1
18561,1
113602,1
140838,1
148161,1
145995,1
38762,1
11025,1
60824,1
30964,1
34568,1
44328,1
77621,1
17489,1
1449,1
111125,1
56855,1
21162,1
21765,1
70454,1
141564,1
122653,1
81969,1
6623,1
13636,1
35440,1
427,1
91482,1
16494,1
9668,1
25314,1
6527,1
113696,1
120716,1
123407,1
6045,1
102619,1
89593,1
146461,1
144504,1
33304,1
38522,1
35919,1
12916,1
64933,1
65146,1
20257,1
13337,1
49821,1
35035,1
52244,1
61391,1
59255,1
82951,1
77312,1
121599,1
73110,1
63200,1
148328,1
134738,1
12550,1
36966,1
117478,1
7824,1
18671,1
12238,1
113183,1
138486,1
135525,1
89449,1
74982,1
82665,1
148908,1
110931,1
135483,1
74838,1
113813,1
74545,1
98377,1
4788,1
17861,1
48878,1
33410,1
31696,1
114449,1
25788,1
141779,1
94354,1
20374,1
35587,1
53581,1
96356,1
55729,1
127598,1
23760,1
75498,1
18516,1
47209,1
20941,1
48549,1
59387,1
119215,1
72253,1
49924,1
123466,1
95055,1
111457,1
73306,1
99154,1
8249,1
47007,1
22760,1
141212,1
121061,1
1847,1
17047,1
79153,1
97307,1
112605,1
6181,1
133193,1
48299,1
11793,1
23345,1
109678,1
64100,1
95271,1
145753,1
139739,1
35141,1
73076,1
27110,1
103760,1
13277,1
135351,1
77959,1
58411,1
2346,1
145711,1
41475,1
102443,1
43839,1
126788,1
83174,1
7137,1
43256,1
112876,1
31034,1
73489,1
102108,1
136720,1
10254,1
122083,1
94683,1
84309,1
117684,1
112563,1
135195,1
43633,1
51680,1
112812,1
86540,1
27185,1
53039,1
99611,1
41063,1
85471,1
147094,1
90426,1
54757,1
38420,1
12487,1
105351,1
104084,1
17085,1
126312,1
102967,1
128155,1
55487,1
88489,1
6709,1
89488,1
131366,1
12182,1
42157,1
42217,1
77996,1
131091,1
39249,1
139367,1
35382,1
102884,1
98592,1
123498,1
42488,1
8456,1
12376,1
20160,1
143667,1
34949,1
69311,1
925,1
46791,1
105258,1
91884,1
143763,1
61288,1
593,1
96955,1
586,1
105685,1
133222,1
43007,1
139305,1
18039,1
123467,1
11926,1
80773,1
128641,1
55471,1
59906,1
11618,1
76625,1
54513,1
25,1
50313,0
34392,1
12352,1
130790,1
71456,1
96489,1
143716,0
65981,1
44623,1
7090,1
54529,1
6828,1
13041,1
62859,1
50776,1
64691,1
2199,1
137673,1
89207,1
105396,1
142822,1
36342,1
141229,1
20865,1
63103,1
127171,1
147415,1
2609,1
87431,1
30198,1
120106,1
32624,1
117518,1
72635,1
90577,1
147026,1
80409,1
29527,1
39508,1
93356,1
135632,1
74943,1
15901,1
105736,1
109997,1
135992,1
45338,1
40378,1
665,1
88437,0
76725,1
123116,1
85368,1
84690,1
46676,1
54508,1
93955,1
77643,1
51437,1
127979,1
25657,1
140235,1
95338,1
1875,1
130512,1
2571,1
85190,1
29457,1
5568,1
86254,1
54648,1
129206,1
104110,1
39494,1
57902,1
68427,1
38400,1
3883,1
142771,1
55990,1
78096,1
12912,1
92595,1
53932,1
45230,1
118114,1
47423,1
89140,1
92399,1
119365,1
76687,1
22190,1
86718,1
9496,1
88274,1
24257,1
97855,1
8281,1
87054,1
58992,1
143668,1
31299,1
128261,1
72600,1
8261,1
14154,1
88436,1
27341,1
5777,1
43744,1
112185,1
112617,1
122746,1
24340,1
15454,1
40373,1
143481,1
145510,1
52794,1
51756,1
43659,1
73080,1
121173,1
135585,1
2529,1
85078,1
48482,1
10257,1
81914,1
118064,1
6652,1
64409,1
4841,1
24127,1
26718,1
46837,1
114324,1
10474,1
146272,1
79908,1
37045,1
7514,1
82634,1
92013,1
68976,1
94610,1
113007,1
147673,1
125461,1
140026,0
37445,1
114852,1
54658,1
13730,1
105148,1
22634,1
72969,1
62925,1
7169,1
129731,1
99956,1
92641,1
46818,1
141585,1
112627,1
140649,1
147758,1
149293,1
9266,1
79482,1
136635,1
33484,1
38550,1
116623,1
59604,1
147900,1
7364,1
10664,1
81907,1
101494,1
34656,1
121914,1
35620,1
2077,1
6999,1
99650,1
35249,1
143554,0
56590,1
107370,1
107955,1
134084,1
137705,1
11151,1
126493,1
61634,0
116738,1
55529,1
32994,1
49612,1
108957,1
149267,1
39960,1
92885,1
65163,1
100801,1
75565,1
145941,1
102703,1
45289,1
148503,1
140967,1
103697,1
137994,1
93893,1
97046,1
101179,1
18289,1
130977,1
50578,1
143285,1
37524,1
127374,1
138662,1
121600,1
58155,1
77293,1
23378,1
39306,1
132940,1
22447,1
7919,1
53020,1
109432,1
102224,1
123168,1
136126,1
52377,1
141914,1
45984,1
123148,1
6563,1
75587,1
136909,1
17192,1
61257,1
76953,1
98451,1
4986,1
33014,1
96926,1
119729,1
43980,1
54936,1
25949,1
72570,1
18256,1
22395,1
67897,1
104127,1
38317,1
26577,1
20614,1
139028,1
873,1
82352,1
144891,1
98746,1
113045,1
115343,1
137543,1
1384,1
76731,1
9803,1
55819,0
32604,1
113131,1
70927,1
71871,1
131170,1
76114,1
124618,1
21894,1
20736,1
45674,1
37725,1
29124,1
67238,1
66789,1
141080,1
77062,1
69137,1
25884,1
16967,1
122210,1
49937,1
139448,1
64832,1
132168,1
106882,1
102342,1
70472,1
112628,1
4099,1
43654,1
80619,1
131822,1
29775,1
53522,1
4456,1
65532,1
35652,1
61878,1
39905,1
62644,1
34939,1
132336,1
101148,1
60936,1
48219,1
142563,1
99957,1
138821,1
81033,1
50548,1
136338,1
68945,1
2921,1
141083,1
105928,1
123434,1
135418,1
86652,1
10610,1
135356,1
70305,1
26686,1
80893,1
19391,1
148029,1
56916,1
94082,1
4381,1
140174,1
60991,1
31875,1
67911,1
98299,1
54971,1
104206,1
99147,1
117544,1
44187,1
141653,1
86096,1
31425,1
100551,1
58916,1
26238,1
145759,1
54006,1
104259,1
131909,1
113534,1
9943,1
21181,1
145016,1
127025,1
99705,1
86047,1
88629,1
92265,1
113545,1
20546,1
95405,1
128014,1
49303,1
144046,1
49113,1
8208,1
56025,0
46908,1
69072,1
146175,1
112217,1
8345,1
109095,1
123413,1
40892,1
31882,1
105867,1
43537,1
113870,1
14437,1
130734,1
10688,1
121883,1
63319,1
9198,1
16492,1
111238,1
115451,1
129979,1
143736,1
6825,1
43900,1
99907,1
6470,1
82638,1
48594,1
71365,1
143156,1
27129,1
5844,1
114058,1
66770,1
131615,0
10831,1
33210,1
56647,1
56595,1
49282,1
13210,1
34510,1
73472,1
144055,1
382,1
99295,1
102303,1
127922,1
80224,1
91709,1
127239,1
26509,1
26265,1
32949,0
68808,1
83057,1
147660,1
129504,1
31202,1
62107,1
81152,1
12374,1
4876,1
103514,1
127423,1
44579,1
18966,1
113082,1
30842,1
78181,1
130303,1
66575,1
24696,1
109062,1
42295,1
92569,1
129879,1
36463,1
35050,1
1890,1
142991,1
77078,1
80319,1
34425,1
3313,1
20954,1
100740,1
54640,1
7552,1
88077,1
65628,1
109058,1
116904,1
60460,1
126832,1
121179,1
126124,1
17543,1
128335,1
102749,1
146368,1
62823,1
63351,1
53935,1
66566,1
109354,1
107017,1
98259,1
87478,1
60065,1
140742,1
103799,1
146260,1
103513,1
100217,1
137693,1
125109,1
116659,1
92264,1
49682,1
45478,1
146534,1
46841,1
1902,1
19256,1
112803,1
64962,1
53699,1
48422,1
47888,1
78121,1
32747,1
113412,1
70704,1
23811,1
88127,1
12291,1
105907,1
28737,1
70802,1
121452,1
137568,1
100559,1
68286,1
11201,1
104280,1
2897,1
144925,1
66859,1
90795,1
32475,1
46401,1
63784,1
128858,1
140111,1
93304,1
31465,1
73905,1
4454,1
92053,1
89394,1
115515,1
62531,1
137009,1
145983,1
120780,1
9995,1
60914,1
114141,1
12521,1
57125,1
62593,1
95005,1
136180,1
144437,1
149597,1
109383,1
104081,1
112938,1
123473,1
50091,1
6667,1
130011,1
61963,1
117451,1
78661,1
84345,1
72437,1
37611,1
27006,1
908,1
102897,1
41643,1
91003,1
38276,1
78596,1
74871,1
86318,1
144828,1
64360,1
29072,1
80777,1
74472,1
65228,1
97386,1
65529,1
5157,0
47603,1
2448,1
143799,1
60750,1
29710,1
96785,1
16464,1
136223,1
129575,1
132489,1
68189,1
146693,1
9142,1
120414,1
37557,1
85301,1
60925,1
72276,1
52317,1
49992,1
72116,1
66665,1
98718,1
144015,1
75650,1
95321,1
61142,1
38488,1
54155,1
107359,1
48087,1
36891,1
99629,1
96525,1
121624,1
73384,1
6784,1
6018,1
45211,1
64793,1
140216,1
19064,1
92313,1
101547,1
80304,1
96646,1
131573,1
146242,1
18432,1
57955,1
40963,1
68955,1
18680,0
66482,1
6002,1
21041,1
85067,1
13188,1
43459,1
142775,1
124257,1
17118,1
7886,1
143775,1
149583,0
126660,1
122612,1
18448,1
90582,1
119290,1
133428,1
18535,1
78669,1
117680,1
148078,1
123550,1
7382,1
98817,1
126157,1
114688,1
89106,1
53508,1
34532,1
84180,1
109104,1
40698,1
69069,1
45100,1
8368,1
43902,1
141385,1
95083,1
86926,1
57638,1
28601,1
137704,1
22944,1
16261,1
118917,1
38061,1
18126,1
42624,1
146931,1
148404,1
119147,1
56327,1
132179,1
85911,1
62789,1
27144,1
62082,1
3071,1
86794,1
49725,1
36230,1
27217,1
70929,1
54319,1
35439,1
87282,1
83096,1
80615,1
36448,1
32199,1
84794,1
782,1
37474,1
40622,1
106912,1
143396,1
141638,1
76994,1
22656,1
134658,1
78404,1
96478,1
57510,1
23137,1
146550,1
129254,1
53318,1
14211,1
23226,1
98512,1
111847,1
149402,1
56584,1
136550,1
47283,1
115959,1
145260,1
70692,1
55241,1
81379,1
84758,1
113525,1
142842,1
96063,1
84926,1
31259,1
107488,1
26559,1
31194,1
96445,1
21817,1
149111,1
100144,1
110892,1
76658,1
10341,1
127652,1
109411,1
60913,1
115625,1
77680,1
2676,1
86498,1
61002,1
86680,1
138680,1
56945,1
5148,1
50492,1
76828,1
123454,1
82202,1
59898,1
9529,1
54904,1
143552,1
128478,0
39257,1
5537,1
28997,1
146413,1
7785,1
9366,1
72057,1
101770,1
6803,1
106549,1
104609,1
75744,1
50042,1
28264,1
32982,1
117479,0
30784,1
70882,1
91130,1
91829,1
142262,1
144801,1
89034,1
137299,1
104539,1
86287,1
6759,1
7835,1
118896,1
111602,1
60817,1
116499,1
30133,1
63730,1
37354,1
144166,1
69407,1
128331,1
60087,1
86707,1
130682,1
3659,1
56370,1
21787,1
22585,1
99442,1
42561,1
6328,1
64542,1
7452,1
27936,1
89555,1
73365,1
24466,1
55459,1
112991,1
44703,1
32750,1
123094,1
63444,1
40321,1
48563,1
64012,1
77746,1
127061,1
94554,1
113843,1
58198,1
130371,1
25062,1
124737,1
39015,1
48503,1
37237,1
68150,1
61740,1
41409,1
73229,1
42457,1
50375,1
16324,1
129094,1
115274,1
67917,1
134360,1
120636,1
138687,1
138532,1
47448,1
80883,1
43669,1
79753,1
131664,1
30925,1
102837,1
112779,1
119319,1
49486,1
129948,1
120698,1
139163,1
125840,1
32300,1
32437,1
88062,1
53126,1
22073,1
104840,1
115233,1
23423,1
130591,1
62368,1
37017,1
80559,1
15692,1
87034,1
41846,1
126499,1
25908,1
27522,1
141338,1
133486,1
139475,1
36635,1
147826,1
72592,1
62328,1
103269,1
59334,1
31287,1
102676,1
95677,1
59963,1
57999,1
83830,1
122849,1
76103,1
123164,1
113488,1
11081,1
51386,1
111975,1
145973,1
23873,0
98059,1
79861,1
83181,1
79324,1
142011,1
67733,1
102684,1
91281,1
72990,1
70240,1
48179,1
53398,1
126256,1
112332,1
141584,1
92987,1
75739,1
114437,1
35509,1
86623,1
102486,1
72155,1
78303,1
5811,1
56868,1
146296,1
106805,1
121828,1
56988,1
78664,1
129096,1
67335,1
58408,1
20540,1
107072,1
130402,1
86779,1
93703,1
107809,1
56439,1
56163,1
131399,1
137103,1
122335,0
54499,1
87312,1
145011,1
37587,1
42974,1
141615,0
75524,1
16339,1
68933,1
89498,1
108112,1
60715,1
149189,1
46965,1
112575,1
24074,1
80302,1
14409,1
131522,1
61930,1
107011,1
33788,1
85457,1
43427,1
129918,1
30673,1
33168,1
105567,1
143528,1
128452,1
47104,1
9259,1
128355,1
141093,1
81629,1
101008,1
97410,1
54975,1
144017,1
98388,1
83382,1
141275,1
35545,1
125788,1
110657,1
84295,1
121222,1
14765,1
33367,1
74537,1
128877,1
93105,1
136286,1
82849,1
119144,1
42762,1
144883,1
34075,1
136978,1
8220,1
4838,1
1351,1
9908,1
97553,1
102266,1
83844,1
109309,1
67108,1
69770,1
149636,1
130186,1
52634,1
117774,1
118106,1
92604,1
28969,1
129735,1
78006,1
65560,1
130600,1
112997,1
125591,0
47438,1
84212,1
81012,0
16141,1
92533,1
58972,1
43909,1
100905,1
20505,1
135225,1
111485,1
147831,1
104522,1
59662,1
61384,1
102722,1
98742,1
111599,1
74578,1
122055,1
32787,1
117426,1
126427,1
58178,1
44985,1
127745,1
103455,1
143663,1
21433,1
20395,1
130393,1
145423,1
4978,1
31966,1
143991,1
55564,1
65567,1
109922,1
148822,0
74850,1
149014,1
77478,1
36530,1
138052,1
43013,1
99952,1
3592,1
29093,1
147856,1
132359,1
135832,1
76030,1
26066,1
78902,1
112140,1
20460,1
124674,1
35753,1
29127,1
75735,1
34952,1
22667,1
130634,1
69555,1
107345,1
54138,1
106659,1
15676,1
42236,1
127632,1
139400,1
44264,1
3663,1
44986,1
84554,1
73892,1
114412,1
86812,1
66704,1
84042,1
65985,1
116896,1
57956,1
110412,1
4779,1
93643,1
105224,1
141648,1
121991,1
84738,1
125883,1
118306,1
38540,1
135962,1
146643,1
98021,1
120815,1
60949,1
136874,1
67206,1
93570,1
15082,1
139718,1
146840,1
79101,1
148003,1
108844,1
148349,1
80947,1
148082,1
49799,1
66583,1
44139,1
84711,1
3608,1
15461,1
40758,1
123815,1
43210,1
148267,1
60524,1
69201,1
73218,1
85382,1
119189,1
102653,1
2037,1
64097,1
65670,1
130029,1
103344,1
19989,1
84280,1
106714,1
127616,1
121388,1
42791,1
105456,1
128400,1
137320,1
125725,1
37810,1
44813,1
146812,1
121701,1
79039,1
75357,1
45124,1
21160,1
1397,1
147449,1
66491,1
82666,1
110533,1
67270,1
21321,1
7494,1
63732,1
44042,1
49908,1
79493,1
45443,1
26841,1
103907,1
97887,1
29109,1
48323,1
10212,1
118442,1
71521,1
61975,1
66977,1
121231,1
3043,1
11910,1
123298,1
12959,1
145670,1
145792,1
124568,1
49528,1
147825,1
140843,1
107961,1
19095,1
28829,1
113649,1
124997,1
27771,1
144897,1
91905,1
27546,1
78637,1
55712,1
144126,1
28005,1
20782,1
93761,1
66022,1
69664,0
105344,1
40652,1
46009,1
67674,1
137148,1
98395,1
123997,1
132209,1
28919,1
59317,1
77303,1
28230,1
119916,1
63476,1
118683,1
112576,1
65889,1
131185,1
42425,1
119654,1
143385,1
2471,1
79001,1
86370,1
88724,1
68395,1
112962,1
128149,1
82824,1
24507,1
89033,1
81432,1
48019,1
56822,1
86262,1
113967,1
97631,1
41175,1
94454,1
62612,1
98011,1
97550,1
140985,1
2848,1
33204,1
29487,1
94470,1
98694,1
31914,1
96164,1
139492,0
122469,1
130973,1
31617,1
29235,1
107984,1
20762,1
6170,1
38870,1
90021,1
138503,1
74491,1
144918,1
2793,1
69325,1
59980,1
128197,1
77966,1
140999,1
19457,1
144903,1
54818,1
19828,1
72046,1
103929,1
41546,1
76419,1
52046,1
58950,1
114879,1
68803,1
76295,1
114500,1
41677,1
62990,1
125036,1
23763,1
14457,1
112446,1
14014,1
24846,1
114379,1
33223,1
32964,1
68211,1
58335,1
53924,1
7971,1
107478,1
22893,1
16999,1
27330,1
78594,1
104070,1
43194,1
64515,1
10132,1
57023,1
24131,1
144319,1
18781,1
65699,1
95740,1
109056,1
130520,1
98379,1
140080,1
78025,1
28031,1
141799,1
73818,1
98886,1
56644,1
98397,1
69192,1
147687,1
12859,1
90166,1
71090,1
132229,1
147433,1
6216,1
70399,1
118522,1
63459,1
35874,1
12249,1
102527,1
46911,1
141899,1
136358,1
71462,1
81800,1
86073,1
24556,1
144052,1
45717,1
145690,1
82023,1
136650,1
147501,1
96936,1
37114,1
42347,1
25276,1
3255,1
62543,1
75294,1
46602,1
60912,1
69538,1
79795,1
125764,1
79334,1
84840,1
86444,1
52668,1
108257,1
13468,1
79616,1
128500,1
142446,1
48565,1
126709,1
32258,1
137220,1
95129,1
84414,1
97016,1
115354,1
120079,1
149398,1
117866,1
86182,1
90392,1
19401,1
146655,1
6089,1
129171,1
103936,1
39569,1
21855,1
13608,1
37780,1
116042,1
121207,1
124636,1
11041,1
20120,1
23295,1
51029,1
108708,1
12294,1
95063,1
54655,1
128822,1
105835,1
74220,1
102666,1
122754,1
76670,1
71681,1
6750,1
86898,1
36391,1
81947,1
147727,1
37580,1
18191,1
81891,1
24267,1
144694,1
37184,1
30080,1
3817,1
68619,1
4860,1
40196,1
78475,1
53326,1
25490,1
49007,1
101201,1
142300,1
37784,1
4038,1
96249,1
121690,1
144048,1
143874,1
84402,1
96075,0
140821,1
83115,1
19252,1
81154,1
134728,1
21343,1
113838,1
79020,1
79993,1
37608,1
134566,1
35510,1
42795,1
35385,1
125339,1
18212,1
30262,1
68496,1
46077,1
25404,1
70879,1
28798,1
1621,1
128460,1
81063,1
143063,1
27388,1
133454,1
108100,1
84658,1
37569,1
117810,1
117496,1
13689,1
75420,1
101263,1
3030,1
8228,1
104018,1
47058,1
52728,1
82743,1
75997,1
62071,1
104559,1
132075,1
28597,1
110441,0
91891,1
144473,1
17017,1
132097,1
56232,1
134792,1
47559,1
55758,1
38300,1
73158,1
1515,1
61626,1
79969,1
23492,1
84863,1
52666,1
98948,1
79569,1
19369,1
138090,1
120242,1
66284,1
1855,1
112232,1
146381,1
137850,1
69111,1
107042,1
70896,1
97856,1
5461,1
137907,1
47728,1
145386,1
18347,1
39016,1
113582,1
79401,1
65998,1
99328,1
58636,1
24334,1
103440,1
110196,1
104008,1
69112,1
38894,1
130076,1
94209,1
54849,1
36125,1
89569,1
43078,1
62608,1
93630,1
14273,1
26971,1
42919,1
32188,0
98098,1
59349,1
89242,1
20141,1
50177,1
118524,1
66066,1
104524,1
69001,1
37406,1
124506,1
43884,1
140351,1
52898,1
8204,1
79178,1
23709,1
62957,1
12869,1
91824,1
126856,1
30863,1
7859,1
21736,1
80526,1
138222,1
20996,1
5500,1
25125,1
42142,1
41974,1
107135,1
62283,1
84418,1
2789,1
24942,1
25048,1
109460,1
3119,1
5718,1
60161,1
72391,1
86551,1
79673,1
23030,1
28186,1
58261,1
67601,1
113646,1
78928,1
11207,1
12037,1
20634,1
28485,1
83997,1
59795,1
14120,1
79588,1
102685,1
149245,1
44754,1
132779,1
63379,1
45890,1
110886,1
143213,1
110036,1
23253,1
25300,1
149766,1
9277,1
123971,1
81014,1
111102,1
130683,1
42853,1
102953,1
98799,1
110982,1
91977,1
10379,1
9734,1
21531,1
139557,1
15861,1
127918,1
149650,1
108236,1
15247,1
73455,1
49993,0
88831,1
79070,1
75906,1
42458,1
149682,1
103516,1
76233,1
111641,1
116183,1
31355,1
98140,1
71164,1
32386,1
143717,1
105869,0
37687,1
127166,1
118681,1
91883,1
70223,1
62200,1
3724,1
71650,1
124020,1
111633,1
6006,1
104251,1
149757,1
25709,1
105197,1
3387,1
64405,1
116546,1
85707,1
8020,1
105041,1
136944,1
131252,1
75141,1
23769,1
42885,1
136483,1
137997,1
63373,1
100910,1
60778,1
143227,1
106904,1
111281,1
2926,1
43273,1
74357,1
67643,1
120564,1
64156,1
21696,1
101403,1
67642,1
2295,1
69966,1
87617,1
81410,1
64534,1
29256,1
45281,1
116471,1
67776,1
31087,1
36917,1
11805,1
49000,1
31291,1
10629,1
94337,1
2719,1
84849,1
140078,1
82461,1
29883,1
77015,1
83911,1
1561,1
46064,1
124211,1
51835,1
88774,1
63918,1
100963,1
131560,1
140851,1
39272,1
5772,1
115809,1
136999,1
135672,1
56254,1
78038,1
88138,1
13094,1
39854,1
8063,1
9156,1
41421,1
115317,1
103275,1
55493,1
39196,1
14197,1
130865,1
73541,1
58697,1
141156,1
37120,1
101907,1
3932,1
131337,1
335,1
148691,1
133907,1
122770,1
81928,1
70468,1
10731,1
63849,1
147350,1
24428,1
122516,1
115857,1
32986,0
110594,1
86836,1
140014,1
132735,1
63302,1
15387,1
28521,1
62778,1
96466,1
121952,1
144798,1
98027,1
40563,1
1073,1
86740,1
98190,1
23625,1
86433,1
57386,1
74020,1
67447,1
105284,1
74580,1
26021,1
91612,1
45477,1
146021,1
338,1
21382,1
26714,1
48771,1
44872,1
30761,1
31232,1
84550,1
85721,1
129102,1
143624,1
137928,1
23655,1
107185,1
83715,1
147753,1
71436,1
94926,1
93931,1
78720,1
93205,1
89420,1
33061,1
39009,1
39239,1
111886,1
5606,1
10600,1
92437,1
9380,1
147279,1
108083,1
16985,1
113840,1
117337,1
80043,1
31714,1
87332,1
86227,1
125113,1
92761,1
112006,1
98629,1
70227,1
131554,1
114464,1
75588,1
33363,1
37243,1
43887,0
11058,1
97954,1
103761,1
52338,1
145333,1
46121,1
39962,1
148441,1
86620,1
106055,1
25831,1
20043,1
142271,1
37623,1
102076,1
28082,1
56768,1
33799,1
132743,1
129639,1
75615,1
78863,1
34789,1
73733,1
14774,1
57974,1
8808,1
29640,1
1801,1
53574,1
20772,1
116903,1
116046,1
19031,1
82721,1
55698,1
146464,1
64043,1
110872,1
29681,1
93311,1
134926,1
140475,1
111473,1
60131,1
74643,1
11017,1
30608,1
111332,1
61527,1
124127,1
59647,1
122358,1
90117,1
130833,1
54132,1
46451,1
115478,1
147287,1
94009,1
145866,1
14943,1
99031,1
71773,1
10557,1
137079,1
7924,1
75675,1
103754,1
5550,1
90714,1
39479,1
78977,1
47549,1
3992,1
3241,1
108393,1
86195,1
39870,1
50649,1
3635,1
70952,1
149653,1
107132,1
130970,1
82909,1
45509,1
72754,1
70430,1
28645,1
857,1
66103,1
43558,1
74461,1
81691,1
129264,1
54795,1
51894,1
40761,1
114727,1
68251,1
89197,1
12369,1
21161,1
21852,1
130562,1
96394,1
2000,1
104990,1
93567,1
126594,1
43463,1
43026,1
147869,1
38712,1
84733,1
2323,1
79172,1
57463,1
52600,1
55101,1
101619,1
5441,1
119213,1
37163,1
56711,1
113957,1
131154,1
64985,1
145453,1
33500,1
133388,1
34614,1
116569,1
49950,1
117751,1
78153,1
37473,1
92859,1
73750,1
85002,1
60039,1
135816,1
137437,1
87872,1
123604,1
140708,1
119905,1
27506,1
133320,1
14483,1
92895,1
73539,1
112557,1
20399,1
103072,1
23318,1
96631,1
61409,1
146727,1
12692,1
58365,1
21448,1
42988,1
98308,1
75102,1
83251,1
116146,1
123542,1
108567,1
68554,1
144784,1
21361,1
132028,1
106921,1
123350,1
122790,1
95597,1
107374,1
106475,1
66064,1
104948,1
14476,1
4796,1
137143,1
58324,1
119281,1
91029,1
118758,1
113662,1
84632,1
31532,1
144617,1
4244,1
104182,0
72223,1
28351,1
106939,1
44649,1
77544,1
2091,1
127424,1
52287,1
19251,1
28784,1
44859,1
79702,1
33030,1
104078,1
139685,1
70593,1
33652,1
85757,1
150000,1
132143,1
97947,1
114249,1
82504,1
59738,0
98394,1
2706,1
36727,1
52762,1
69742,1
129269,1
146352,1
30188,1
9648,1
43461,1
117731,1
44943,1
94313,1
7987,1
22338,1
9645,1
140624,1
98238,1
53007,1
40433,1
119286,1
13704,1
13979,1
48472,1
53608,1
2051,1
140926,1
22789,1
110131,1
120469,1
131165,1
54437,1
92369,0
57750,1
139193,1
93577,1
40037,1
15878,1
89572,1
112155,1
45324,1
108029,1
63338,1
46237,1
56805,1
76677,1
134609,1
97618,1
124390,1
33418,1
126481,1
8430,1
138731,1
143193,1
32249,1
2241,1
127435,1
50509,1
1155,1
84660,1
146223,1
61734,1
40151,1
73571,1
306,1
5496,1
33260,1
125679,1
51552,1
120352,1
97864,1
6142,1
12721,1
143347,1
147874,1
33372,1
72987,0
142361,1
46994,1
107612,1
11937,1
106420,1
11277,1
82694,1
130999,1
138701,1
105628,1
97827,1
64650,1
33800,1
8733,1
17235,1
103590,1
5258,1
143323,1
88608,1
38838,1
117704,1
119410,1
75847,1
79790,1
18921,1
145858,1
27241,1
70828,1
29913,1
28167,1
144965,1
144310,1
133379,1
